@relation 12168104L2_2

@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć {kobieta,mężczyzna}
@attribute rodzaj_źródła_dochodu numeric
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie numeric
@attribute okres_w_jakim_pobierał_dochód numeric
@attribute okres_w_jakim_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
500,43,mężczyzna,98,3178,0,196,48,4
300,47,mężczyzna,12,600,0,4,27,0
300,58,kobieta,13,1244.77,0,34,48,0
400,26,mężczyzna,12,1100,0,28,48,9
300,52,kobieta,12,1000,0,26,48,1760
300,54,kobieta,16,1788,0,58,48,2
500,56,mężczyzna,13,1900,0,145,48,2
426.61,35,kobieta,11,2709.34,0,176,48,1
300,62,mężczyzna,13,1420.41,0,19,48,0
300,31,kobieta,12,855,0,39,48,0
300,50,kobieta,12,1000,0,27,29,0
800,29,mężczyzna,11,2100,0,46,48,1760
300,52,mężczyzna,12,1000,0,4,5,0
300,70,kobieta,13,1200,0,114,48,1
426.61,49,kobieta,11,2470,0,349,48,1
300,60,mężczyzna,12,1000,0,7,10,1
500,62,kobieta,13,1525.46,0,31,48,11
200,54,mężczyzna,17,798.8,0,144,48,1
400,29,mężczyzna,12,1300,0,22,41,1
200,27,mężczyzna,12,1416,0,3,24,14
600,61,kobieta,13,1050,0,134,48,1
800,30,mężczyzna,12,2700,0,59,48,0
300,30,mężczyzna,12,2600,0,2,2,1758
600,61,mężczyzna,13,1500,0,18,48,6
400,61,kobieta,13,2010,0,75,48,454
300,74,mężczyzna,13,1180,0,135,48,0
526.11,28,kobieta,99,468,0,6,10,0
800,74,mężczyzna,13,2712,0,338,48,9
449.61,54,mężczyzna,11,1552.16,0,93,48,0
400,38,kobieta,11,1998.9,0,226,48,497
300,46,kobieta,12,1032,0,33,40,0
254.23,38,mężczyzna,12,1030,0,14,14,1758
300,59,mężczyzna,16,726,0,228,48,0
335.97,54,kobieta,11,1721.7,0,115,48,0
300,55,kobieta,12,1009.34,0,24,48,16
250,68,mężczyzna,13,2000,0,40,48,2
300,34,mężczyzna,12,1030,0,0,23,3
400,53,kobieta,16,1362,0,24,48,0
200,31,kobieta,12,980,0,5,5,0
800,56,kobieta,13,580,0,114,48,0
200,72,kobieta,13,930,0,234,48,0
400,69,mężczyzna,16,1100,0,132,48,0
300,65,mężczyzna,13,1611,0,136,48,0
500,58,mężczyzna,11,2200,0,48,48,368
200,65,kobieta,16,892,0,196,48,0
400,42,mężczyzna,11,3500,0,23,48,3
300,30,mężczyzna,11,1000,0,52,48,0
250,62,mężczyzna,99,685,0,0,2,7
300,65,mężczyzna,12,1100,0,17,35,4
300,60,kobieta,13,1026,0,50,48,0
200,66,kobieta,13,1216,0,136,48,0
300,61,kobieta,13,975,0,22,48,6
200,52,kobieta,16,685,0,36,48,0
400,47,kobieta,11,1700,0,84,48,0
200,54,mężczyzna,12,1030,0,3,24,5
500,52,mężczyzna,11,2011,0,206,48,11
300,33,mężczyzna,11,2100,0,59,48,4
310,21,mężczyzna,12,952.89,0,17,26,3
380,71,kobieta,13,1721,0,192,48,5
200,57,mężczyzna,13,819,0,52,48,0
350,68,mężczyzna,13,1162.41,0,99,48,0
600,43,kobieta,11,1443,0,28,48,0
500,58,mężczyzna,16,1770,0,84,48,0
200,51,kobieta,11,932.34,0,390,48,0
200,62,kobieta,13,930,0,72,48,0
400,64,kobieta,13,840,0,108,48,3
300,67,kobieta,13,1085,0,161,48,0
200,63,mężczyzna,13,1742.76,0,36,48,2
400,59,kobieta,13,1400,0,241,48,3
600,77,mężczyzna,13,2609,0,186,48,0
300,26,mężczyzna,11,1459,0,4,48,7
200,41,kobieta,11,1037.34,0,57,48,2
500,59,mężczyzna,11,2947,0,48,48,0
200,46,kobieta,98,911,0,93,48,0
200,55,kobieta,11,1077,0,178,48,0
200,49,kobieta,12,1100,0,2,2,451
300,60,kobieta,13,936,0,26,48,0
300,49,kobieta,11,992.84,0,116,48,0
200,57,mężczyzna,13,12220,0,66,48,0
300,53,kobieta,12,972.34,0,47,48,260
200,68,kobieta,13,1134.96,0,156,48,0
600,61,kobieta,13,2066,0,124,48,2
200,62,kobieta,13,714,0,217,48,0
300,58,kobieta,13,1083.23,0,92,48,0
200,69,kobieta,13,1800,0,112,48,0
600,47,kobieta,98,2200,0,20,48,0
300,73,mężczyzna,13,960,0,135,48,0
300,60,mężczyzna,11,2100,0,182,48,0
400,71,mężczyzna,13,1921,0,84,48,0
400,26,mężczyzna,11,2500,0,28,48,203
200,63,kobieta,16,1340,0,156,48,0
200,60,kobieta,13,1635,0,115,48,1
200,53,kobieta,99,1100,0,47,48,0
500,52,kobieta,12,1500,0,21,32,0
300,55,kobieta,16,1072.89,0,117,48,0
600,58,kobieta,11,1400,0,158,48,2
600,51,kobieta,11,3200,0,49,48,0
200,54,kobieta,16,730,0,137,48,455
200,51,mężczyzna,12,1030,0,4,48,5
300,59,kobieta,13,1658,0,24,48,0
300,23,mężczyzna,12,1472,0,7,20,1751
200,52,mężczyzna,17,749.74,0,106,48,0
500,62,kobieta,13,1900,0,83,48,0
500,42,mężczyzna,11,1700,0,247,48,0
300,52,kobieta,11,2065.98,0,174,48,0
789.27,63,kobieta,13,860,0,75,48,2
600,56,mężczyzna,11,3335,0,428,48,1
200,45,mężczyzna,12,670,0,4,11,1
400,36,kobieta,11,1400,0,83,48,193
285.97,38,kobieta,98,1200,0,41,48,0
200,71,kobieta,13,1185.33,0,219,48,0
295.97,39,kobieta,11,1770,0,82,48,0
200,53,kobieta,16,749.28,0,60,48,0
300,63,kobieta,16,1340,0,156,48,0
400,39,kobieta,11,1239.05,0,199,48,7
200,72,kobieta,13,730,0,556,48,0
400,68,kobieta,16,980,0,126,48,0
800,62,kobieta,13,3700,0,22,48,1
200,54,kobieta,11,1400,0,112,48,1
400,40,kobieta,11,1050,0,17,48,1749
700,58,kobieta,13,1801.41,0,33,48,1
400,61,mężczyzna,11,1250,0,60,48,0
400,60,kobieta,13,1425,0,75,48,3
200,55,mężczyzna,17,894.07,0,60,48,1749
400,37,kobieta,11,2700,0,117,48,0
500,32,kobieta,11,3100,0,117,48,0
200,31,kobieta,12,1032.34,0,0,11,0
500,57,kobieta,11,2249.14,0,237,48,5
300,38,kobieta,11,1200,0,186,48,3
300,66,mężczyzna,13,2110,0,97,48,0
600,58,kobieta,13,720,0,228,48,19
500,41,kobieta,98,5000,0,80,48,2
500,22,mężczyzna,17,1896,0,30,33,2
600,68,kobieta,13,2120,0,114,48,0
498.47,31,kobieta,12,1600,0,10,11,2
300,43,kobieta,11,2000,0,238,48,501
200,74,kobieta,13,1026,0,243,48,0
200,49,kobieta,17,1079,0,25,26,0
300,72,kobieta,13,2100,0,156,48,0
600,54,kobieta,12,1675,0,5,11,4
300,21,kobieta,16,806,0,15,48,0
500,45,kobieta,11,3000,0,89,48,0
400,54,kobieta,11,2800,0,55,48,2
200,50,mężczyzna,16,1045,0,195,48,0
400,39,kobieta,11,1200,0,9,48,1746
400,40,kobieta,12,660,0,7,37,1
400,66,mężczyzna,13,1591,0,72,48,1
336.43,63,kobieta,13,918,0,97,48,105
350,73,kobieta,13,1412,0,199,48,0
377.92,27,kobieta,11,1500,0,20,48,0
200,50,kobieta,11,1577.42,0,201,48,0
400,40,mężczyzna,11,1261.98,0,32,48,1
400,33,mężczyzna,12,1100,0,123,48,141
500,55,kobieta,16,2300,0,58,48,0
300,63,kobieta,13,1100,0,101,48,8
200,68,kobieta,13,803.86,0,153,48,0
300,45,mężczyzna,12,1375.47,0,2,8,0
200,33,mężczyzna,12,1250,0,0,6,1746
300,41,kobieta,11,1000,0,57,48,0
600,43,mężczyzna,11,2600,0,4,48,1746
300,53,kobieta,99,1122,0,12,30,1746
800,35,mężczyzna,12,1500,0,29,35,0
300,39,kobieta,12,1027,0,4,48,0
500,44,mężczyzna,12,2000,0,7,24,1746
200,63,mężczyzna,13,1538,0,96,48,0
626.61,54,mężczyzna,99,2063.38,0,193,48,251
200,57,kobieta,16,703,0,21,48,2
200,73,kobieta,13,866.46,0,191,48,0
300,77,kobieta,13,1239,0,266,48,2
576.61,66,kobieta,13,650,0,69,48,379
300,65,kobieta,13,1013.74,0,109,48,0
300,62,kobieta,13,1200.29,0,18,48,0
400,61,mężczyzna,11,1250,0,101,48,0
500,62,kobieta,13,962,0,61,48,5
662.83,59,kobieta,13,1370,0,72,48,0
300,49,mężczyzna,13,814.83,0,153,48,1
300,46,mężczyzna,11,1566.82,0,345,48,0
700,61,kobieta,13,5100,0,24,48,0
200,75,kobieta,13,616,0,242,48,2
600,46,mężczyzna,11,2000,0,47,48,0
200,64,mężczyzna,16,633.56,0,107,48,1
500,39,mężczyzna,11,1300,0,41,48,0
300,52,mężczyzna,11,1600,0,264,48,0
600,24,mężczyzna,11,2327.94,0,30,48,7
700,47,mężczyzna,11,2500,0,199,48,5
500,33,mężczyzna,11,1500,0,98,48,14
200,24,mężczyzna,11,1037.34,0,29,48,0
400,53,kobieta,11,1300,0,30,48,5
400,73,kobieta,13,951,0,158,48,0
500,53,kobieta,12,2000,0,5,25,0
400,62,mężczyzna,13,1048.07,0,24,48,0
281.29,55,kobieta,12,1350,0,18,24,0
600,35,kobieta,11,1065,0,55,48,0
300,30,mężczyzna,99,1500,0,7,7,0
200,27,mężczyzna,17,728,0,96,48,0
700,33,kobieta,11,3164.48,0,166,48,371
500,56,kobieta,13,1425,0,15,48,7
200,75,kobieta,13,965,0,241,48,0
400,59,kobieta,13,1650,0,111,48,0
500,63,mężczyzna,13,1768.93,0,265,48,0
500,48,mężczyzna,11,1800,0,122,48,0
700,27,kobieta,11,1300,0,5,48,0
200,73,mężczyzna,13,910.33,0,159,48,0
300,34,kobieta,11,980.11,0,40,48,0
200,62,mężczyzna,13,1162,0,217,48,0
300,69,mężczyzna,13,940,0,49,48,4
300,23,kobieta,16,1199.93,0,138,48,486
400,56,mężczyzna,11,2031,0,110,48,0
500,60,kobieta,13,1000,0,63,48,2
400,52,kobieta,11,1050,0,14,48,6
300,71,mężczyzna,13,1426,0,73,48,0
300,60,kobieta,13,1149.06,0,157,48,0
300,25,mężczyzna,12,1660,0,9,26,348
300,61,kobieta,13,984,0,6,48,0
400,56,kobieta,11,1172.2,0,33,48,2
400,35,mężczyzna,11,2700,0,4,48,12
250,58,kobieta,13,1500,0,42,48,0
600,54,kobieta,11,1300,0,64,48,0
694.6,58,kobieta,13,1735,0,50,48,493
600,47,kobieta,11,1700,0,85,48,5
500,51,kobieta,11,1700,0,301,48,4
600,53,kobieta,12,1500,0,5,5,0
500,23,mężczyzna,12,2000,0,14,15,1741
235.97,66,kobieta,13,1428.55,0,133,48,2
744.6,60,kobieta,13,1100,0,17,48,1741
300,54,mężczyzna,11,1700,0,35,48,0
242.73,40,kobieta,11,2505,0,159,48,0
283.08,57,kobieta,13,782,0,188,48,18
700,75,mężczyzna,13,2098,0,193,48,3
400,60,kobieta,16,1411,0,62,48,4
800,58,kobieta,17,684,0,185,48,0
500,58,mężczyzna,17,485,0,139,48,7
400,66,kobieta,13,1137.19,0,92,48,0
400,47,kobieta,11,3170,0,281,48,0
500,60,kobieta,13,1212,0,49,48,0
600,47,kobieta,12,830.46,0,41,48,0
200,62,kobieta,13,1065,0,17,48,4
900,47,kobieta,11,5800,0,50,48,0
400,61,mężczyzna,13,1503,0,161,48,1
300,61,kobieta,13,1684,0,15,48,0
450,72,kobieta,13,640,0,134,48,0
800,80,kobieta,13,2421.55,0,241,48,0
800,60,mężczyzna,11,1000,0,59,48,0
300,33,mężczyzna,11,1800,0,161,48,1
285.97,62,kobieta,13,1189,0,65,48,0
700,58,mężczyzna,11,1510,0,161,48,0
300,57,kobieta,11,1680,0,381,48,0
500,53,kobieta,16,655,0,27,48,0
300,40,kobieta,17,646,0,50,48,16
600,42,mężczyzna,11,2100,0,279,48,16
300,39,kobieta,11,2825,0,93,48,0
600,49,kobieta,11,2800,0,314,48,1
524.09,72,kobieta,13,3541.9,0,122,48,31
300,62,kobieta,13,1130,0,99,48,0
600,32,kobieta,11,1290,0,15,48,0
200,54,mężczyzna,12,988,0,4,12,1
800,29,mężczyzna,12,1800,0,4,10,0
600,32,mężczyzna,12,1655.76,0,53,48,492
300,61,kobieta,13,997,0,75,48,0
400,66,kobieta,13,850,0,63,48,2
300,35,kobieta,12,1200,0,4,14,1
200,49,mężczyzna,11,1400,0,10,48,0
500,72,mężczyzna,13,1700,0,10,48,1
300,79,kobieta,13,1167.94,0,365,48,0
721.94,57,kobieta,12,1680,1,66,48,2
500,29,kobieta,12,1447,1,17,23,1
400,65,kobieta,13,930,1,126,48,0
500,62,mężczyzna,13,1420.41,1,20,48,484
250,60,kobieta,13,810,1,29,48,0
400,40,kobieta,11,1087,0,234,48,17
500,53,mężczyzna,11,1320,0,338,48,1
400,64,kobieta,13,1015,1,105,48,6
700,52,mężczyzna,11,3200,0,185,48,0
500,63,kobieta,16,1340,0,157,48,0
200,46,mężczyzna,11,1360,1,115,48,0
408.77,33,kobieta,11,2050,1,24,48,0
200,50,kobieta,12,2000,1,30,48,0
200,53,kobieta,17,432.87,0,141,48,41
300,60,mężczyzna,11,3000,1,208,48,3
200,24,mężczyzna,12,1000,1,7,24,0
449.7,23,mężczyzna,99,980,1,7,8,0
200,65,kobieta,13,665.92,1,121,48,4
500,71,kobieta,13,1667,0,152,48,0
300,49,mężczyzna,13,3900,1,26,48,0
200,52,kobieta,16,685,0,37,48,0
200,69,kobieta,16,959.6,0,111,48,0
400,66,kobieta,13,1031,0,117,48,0
600,39,kobieta,11,1800,0,47,48,5
432.44,69,kobieta,13,1072,1,149,48,1
200,20,mężczyzna,17,985,1,9,11,1
200,26,mężczyzna,11,1136.8,0,5,48,0
200,38,kobieta,99,2800,1,6,6,0
200,47,kobieta,11,770,1,99,48,449
300,19,mężczyzna,99,750,0,0,5,0
800,60,kobieta,11,2670,1,84,48,6
400,62,mężczyzna,16,1313.41,0,23,48,0
700,69,kobieta,13,2291,1,67,48,0
400,58,kobieta,13,1454.91,0,38,48,0
700,42,mężczyzna,11,2258,1,71,48,0
500,61,kobieta,13,1362,1,52,48,4
662.69,30,mężczyzna,11,2837,1,122,48,12
200,62,kobieta,13,714,1,218,48,3
200,74,kobieta,13,1026,1,243,48,1
400,64,mężczyzna,13,1261.6,0,49,48,0
200,79,kobieta,13,1442.43,1,137,48,0
600,55,mężczyzna,16,588,1,418,48,0
200,20,kobieta,12,1600,0,0,2,1735
352.42,63,kobieta,13,1668,1,87,48,0
300,48,kobieta,11,980,0,196,48,0
300,50,mężczyzna,12,1000,1,39,48,0
300,24,mężczyzna,17,926,1,52,48,7
300,58,kobieta,13,1240,1,66,48,1
520.7,24,mężczyzna,17,926,1,52,48,7
888.47,76,kobieta,13,1377.23,1,253,48,150
200,40,mężczyzna,12,1000,1,2,3,1735
400,29,mężczyzna,11,1888.27,0,73,48,0
400,25,mężczyzna,11,1110,0,6,48,0
300,70,kobieta,13,865,1,123,48,10
500,54,kobieta,16,1045.6,1,8,48,0
400,28,mężczyzna,12,900,1,14,20,1
673.09,63,kobieta,13,930,1,90,48,5
400,55,mężczyzna,11,1600,0,44,48,406
500,49,mężczyzna,11,3250,0,1,48,3
200,67,mężczyzna,13,1250,0,63,48,0
200,65,kobieta,13,802.83,0,197,48,0
250,61,kobieta,13,634.64,0,8,48,0
900,59,kobieta,13,1370,0,72,48,2
300,43,kobieta,11,1400,1,21,48,0
200,52,mężczyzna,17,749.74,1,107,48,0
900,33,kobieta,11,2200,0,33,48,0
200,65,kobieta,13,670,1,62,48,0
281.29,53,kobieta,11,1700,1,201,48,0
500,61,mężczyzna,11,2250.05,1,172,48,14
300,43,kobieta,99,645.31,0,6,11,0
200,56,kobieta,11,1187.06,0,129,48,0
400,61,kobieta,13,1090.14,0,71,48,0
200,72,kobieta,13,785,0,60,48,0
700,72,mężczyzna,13,2802,1,243,48,16
400,50,kobieta,11,1577.42,1,201,48,1
626.61,37,mężczyzna,12,3000,1,3,10,29
200,52,mężczyzna,12,1210,0,3,9,0
300,61,mężczyzna,99,611.36,0,8,12,0
500,31,mężczyzna,11,2700,1,11,48,0
300,47,mężczyzna,12,600,1,5,27,0
200,25,kobieta,17,1200,1,161,48,0
300,48,kobieta,11,1077.49,0,367,48,0
400,70,kobieta,13,1291.18,1,75,48,0
400,33,mężczyzna,11,1033,0,32,48,3
500,49,kobieta,11,1800,1,49,48,2
575.74,32,mężczyzna,11,2050,1,114,48,1
600,35,kobieta,11,2400,0,109,48,0
400,54,kobieta,12,1700,1,51,48,0
200,63,kobieta,16,1389,0,87,48,0
200,57,mężczyzna,16,763.38,0,207,48,0
285.97,68,kobieta,13,1017,1,157,48,1
200,46,kobieta,11,658,0,89,48,0
300,70,kobieta,13,729.03,1,253,48,0
600,56,mężczyzna,11,2031,1,110,48,0
400,50,kobieta,17,990,1,68,48,0
300,53,mężczyzna,11,2080,1,314,48,0
200,36,mężczyzna,12,1017,0,53,48,0
200,66,kobieta,13,910,1,65,48,0
300,23,mężczyzna,11,1400,0,20,48,0
500,36,kobieta,11,1700,0,193,48,1
400,52,kobieta,12,1040,1,14,19,0
300,36,mężczyzna,11,2500,0,151,48,0
300,58,kobieta,13,1244.77,1,35,48,1
400,34,mężczyzna,11,1060.96,0,5,48,464
300,73,mężczyzna,13,960,1,136,48,7
300,73,mężczyzna,13,1457,0,75,48,0
200,40,mężczyzna,12,700,0,5,23,0
200,71,kobieta,13,722.05,0,193,48,6
200,66,kobieta,13,1216,1,137,48,0
500,34,kobieta,12,2000,0,3,5,1730
700,58,kobieta,13,1872,1,31,48,1
800,55,kobieta,13,3440,1,47,48,8
300,43,mężczyzna,12,1463.56,1,1,12,0
540.54,36,kobieta,11,2478,0,153,48,436
600,31,kobieta,12,855,1,40,48,0
500.8,35,kobieta,98,4000,1,14,48,1
500,50,kobieta,11,4900,0,7,48,0
400,61,kobieta,13,1280,1,13,48,0
500,35,mężczyzna,11,2200,1,81,48,8
600,33,kobieta,12,1540,0,35,39,0
300,50,kobieta,12,1000,1,28,29,9
300,59,mężczyzna,16,726,1,229,48,2
500,64,mężczyzna,13,1530,1,31,48,5
300,52,mężczyzna,12,1000,1,5,5,1730
449.61,54,mężczyzna,11,1552.16,1,94,48,236
369.96,35,kobieta,11,2709.34,1,177,48,1
600,51,mężczyzna,12,2673.17,1,108,48,0
300,66,mężczyzna,13,1169,0,75,48,398
400,57,mężczyzna,13,1561.87,0,193,48,1
426.61,49,kobieta,11,2470,1,350,48,0
300,45,kobieta,11,1344.9,0,42,48,5
200,72,kobieta,13,930,1,235,48,0
200,65,kobieta,13,1125,1,121,48,0
400,34,kobieta,11,980.11,1,41,48,0
300,60,mężczyzna,12,1000,1,8,10,8
300,65,mężczyzna,13,1611,1,137,48,0
500,70,kobieta,13,1200,1,115,48,0
600,61,kobieta,13,1050,1,135,48,1
300,61,kobieta,13,1199.37,0,11,48,452
400,59,kobieta,13,1400,0,50,48,0
600,29,mężczyzna,12,1300,1,23,41,7
335.97,54,kobieta,11,1721.7,1,116,48,1
300,54,mężczyzna,17,798.8,1,145,48,7
200,57,mężczyzna,11,1500,0,391,48,1
200,31,kobieta,12,980,1,6,6,3
200,75,kobieta,13,1000,0,207,48,7
430,66,kobieta,13,919,1,137,48,14
300,46,kobieta,12,1032,1,34,40,5
200,64,kobieta,13,856,0,53,48,0
500,58,mężczyzna,16,1770,1,85,48,0
300,54,kobieta,16,1788,1,59,48,462
200,37,kobieta,12,599.03,0,15,18,6
231.22,52,mężczyzna,12,1000,1,8,39,7
400,67,kobieta,13,1085,1,162,48,0
500,56,mężczyzna,13,1900,1,146,48,0
400,44,mężczyzna,12,1963.88,0,2,5,0
400,71,mężczyzna,13,1772.53,0,276,48,0
600,69,mężczyzna,16,1100,1,133,48,0
400,65,mężczyzna,16,1473.04,0,161,48,4
300,60,kobieta,13,1026,1,51,48,0
300,63,kobieta,13,917,0,72,48,10
500,61,kobieta,13,1160,0,74,48,0
500,43,mężczyzna,98,3178,1,197,48,7
200,51,kobieta,11,932.34,1,391,48,0
200,70,mężczyzna,13,1420,0,49,48,0
600,43,kobieta,11,1443,1,29,48,0
300,60,kobieta,13,936,1,27,48,0
200,58,kobieta,13,1083.23,1,93,48,0
300,26,kobieta,12,1300,0,4,12,1
300,22,kobieta,12,1500,0,0,2,1
400,53,kobieta,16,1362,1,25,48,0
300,73,kobieta,16,1138.01,0,3,48,16
400,64,kobieta,13,2113.24,0,57,48,0
300,52,kobieta,11,1400,1,157,48,1
700,65,mężczyzna,13,3040,1,197,48,0
200,71,mężczyzna,13,1921,1,85,48,0
200,53,kobieta,12,984.34,0,14,20,0
800,56,kobieta,13,580,1,115,48,3
300,30,mężczyzna,11,1000,1,53,48,0
300,28,kobieta,11,901,0,36,48,0
250,68,mężczyzna,13,2000,1,41,48,0
200,55,kobieta,11,1077,1,179,48,0
250,68,mężczyzna,13,1162.41,1,100,48,0
800,32,mężczyzna,11,2256,0,70,48,1725
300,49,kobieta,11,992.84,1,117,48,1
200,27,mężczyzna,17,728,1,96,48,0
476.61,59,mężczyzna,11,2947,1,49,48,4
250,46,kobieta,98,911,1,94,48,1
200,68,kobieta,13,1134.96,1,157,48,5
200,37,kobieta,12,1382,0,17,23,0
200,73,kobieta,13,866.46,1,191,48,0
296.54,34,mężczyzna,12,1030,1,1,23,22
400,60,mężczyzna,11,2100,0,183,48,0
200,69,kobieta,13,1800,1,113,48,0
200,64,mężczyzna,16,650.77,0,44,48,0
300,55,kobieta,16,1072.89,1,118,48,0
300,63,mężczyzna,13,2040,0,140,48,0
400,54,kobieta,11,1200,0,97,48,1723
300,57,kobieta,16,634.64,0,132,48,0
300,49,mężczyzna,12,1042,0,1,2,0
400,42,mężczyzna,11,3500,1,24,48,5
200,41,kobieta,11,1037.34,1,58,48,0
200,62,kobieta,13,714,1,218,48,0
300,63,mężczyzna,13,1287.66,0,92,48,5
500,47,kobieta,98,2200,1,21,48,0
200,37,mężczyzna,11,2300,0,101,48,148
200,46,mężczyzna,11,1566.82,0,345,48,0
200,52,kobieta,11,1071.61,0,399,48,182
400,38,kobieta,11,800.51,0,16,48,1
500,52,kobieta,12,1500,1,22,32,1723
300,28,mężczyzna,12,1400,0,5,23,7
200,48,kobieta,11,967.64,0,315,48,0
200,60,kobieta,13,1635,1,116,48,7
300,70,kobieta,13,1000,0,60,48,0
400,59,kobieta,13,1400,1,242,48,0
500,72,mężczyzna,13,2612,0,78,48,0
400,59,kobieta,13,930,0,28,48,1
300,65,mężczyzna,12,1100,1,18,35,2
694,38,kobieta,11,1900,1,204,48,1
300,67,kobieta,13,815,0,140,48,4
500,61,mężczyzna,13,1500,1,19,48,0
300,33,mężczyzna,11,2100,1,60,48,1
200,56,kobieta,17,1100,0,23,33,0
200,47,kobieta,11,1493.98,0,357,48,0
421.62,33,kobieta,11,1400,0,97,48,1
500,62,mężczyzna,13,1272,0,12,48,5
600,49,kobieta,11,2500,0,229,48,0
200,64,kobieta,13,840,1,109,48,0
200,37,mężczyzna,12,950,0,3,15,0
500,39,kobieta,11,2825,0,93,48,298
700,61,kobieta,13,2066,1,125,48,1
300,67,kobieta,13,1094,0,180,48,6
600,58,kobieta,11,1400,1,159,48,13
200,71,kobieta,13,1185.33,1,220,48,3
300,59,kobieta,13,1658,1,25,48,0
500,62,kobieta,13,1900,1,84,48,0
200,44,mężczyzna,12,1952.35,0,0,11,0
200,54,mężczyzna,12,1030,1,5,24,7
300,52,kobieta,11,2065.98,1,175,48,5
300,39,mężczyzna,12,1884.29,0,16,23,14
600,51,kobieta,11,3200,1,50,48,0
400,26,mężczyzna,11,3000,0,37,48,11
300,45,mężczyzna,12,670,1,5,11,2
350,71,kobieta,13,1721,1,193,48,1720
200,60,kobieta,13,1029.7,0,5,48,1720
285.97,38,kobieta,98,1200,1,42,48,2
280.11,39,kobieta,11,1770,1,83,48,2
400,55,mężczyzna,99,2500,0,1,3,83
500,61,mężczyzna,11,1250,1,61,48,0
200,53,kobieta,16,749.28,1,61,48,0
400,68,kobieta,16,980,1,127,48,0
400,61,kobieta,13,1977,0,51,48,0
277.4,61,kobieta,13,975,1,23,48,0
600,56,mężczyzna,11,3335,1,429,48,0
300,56,kobieta,98,980,0,6,48,0
789.27,63,kobieta,13,860,1,76,48,2
300,69,kobieta,16,1401,0,72,48,15
200,53,kobieta,99,1100,0,48,48,0
377.92,27,kobieta,11,1500,1,21,48,17
500,32,kobieta,11,3100,1,118,48,0
400,37,kobieta,11,2700,1,118,48,0
200,61,kobieta,13,750,0,62,48,1718
200,60,kobieta,13,784,0,36,48,0
300,66,mężczyzna,13,2110,1,98,48,0
250,62,mężczyzna,99,685,1,1,2,1
300,66,mężczyzna,13,1300,0,74,48,7
200,74,kobieta,13,1026,1,244,48,0
200,60,mężczyzna,13,907,0,5,48,165
200,31,kobieta,12,1032.34,1,1,11,0
600,63,kobieta,13,3251,0,134,48,0
521.49,62,kobieta,13,1525.46,1,33,48,4
200,26,mężczyzna,11,1136.8,1,6,48,191
800,62,kobieta,13,3700,1,23,48,0
200,63,mężczyzna,13,1538,1,97,48,0
200,74,mężczyzna,13,957.2,0,194,48,0
300,26,mężczyzna,11,1459,1,5,48,9
500,45,kobieta,11,3000,1,90,48,4
300,72,kobieta,13,2100,1,157,48,0
200,54,kobieta,11,1400,1,113,48,1
600,68,kobieta,13,2120,1,115,48,3
300,39,kobieta,12,1027,1,5,48,0
700,58,kobieta,13,1801.41,1,34,48,0
300,36,mężczyzna,12,1017,1,54,48,1716
200,51,mężczyzna,12,1030,1,6,48,3
400,63,mężczyzna,13,1193.65,0,6,48,0
200,50,kobieta,12,2000,2,31,48,0
800,46,mężczyzna,11,2000,0,48,48,0
200,68,kobieta,13,803.86,1,154,48,0
400,73,kobieta,13,1412,1,200,48,0
600,41,kobieta,98,5000,0,81,48,2
275.97,41,kobieta,11,1000,1,58,48,5
200,50,mężczyzna,16,1045,0,196,48,1
500,22,mężczyzna,17,1896,1,31,33,0
300,38,kobieta,11,1200,1,187,48,2
900,35,mężczyzna,12,1500,0,30,35,0
200,60,kobieta,13,1425,1,76,48,1
200,55,kobieta,16,2300,1,59,48,0
400,54,kobieta,11,2800,1,56,48,0
498.47,31,kobieta,12,1600,1,11,11,5
200,67,mężczyzna,13,1674.77,0,66,48,214
500,52,mężczyzna,11,2011,0,208,48,42
450,47,mężczyzna,12,1574.45,0,28,35,5
400,40,mężczyzna,11,1261.98,1,33,48,6
400,60,kobieta,13,1149.06,0,158,48,0
400,62,mężczyzna,16,1313.41,1,24,48,1
200,62,kobieta,13,1200.29,1,19,48,0
326.61,39,mężczyzna,11,1300,1,42,48,0
200,62,kobieta,13,985.9,0,87,48,0
400,40,kobieta,12,660,1,8,37,2
200,64,kobieta,16,755.1,0,131,48,0
381.29,66,mężczyzna,13,1591,1,73,48,0
200,62,mężczyzna,13,1162,1,218,48,0
400,52,mężczyzna,11,1600,1,265,48,425
250,40,mężczyzna,12,700,1,6,23,0
400,61,mężczyzna,11,1250,1,102,48,1714
500,57,kobieta,11,2249.14,1,238,48,7
400,65,kobieta,13,1013.74,1,110,48,0
400,58,kobieta,11,1500,0,82,48,0
600,54,kobieta,12,1675,1,6,11,3
700,61,kobieta,13,5100,1,25,48,0
200,52,kobieta,11,1617.68,0,82,48,2
400,63,kobieta,13,1233,0,120,48,0
500,63,mężczyzna,13,1768.93,1,266,48,4
400,47,kobieta,11,3170,1,282,48,4
300,24,mężczyzna,11,1037.34,0,30,48,1713
400,39,kobieta,11,1239.05,1,201,48,10
396.61,53,kobieta,12,2000,1,6,25,3
300,49,mężczyzna,13,814.83,1,154,48,1713
500,73,kobieta,13,951,1,159,48,0
